Client name;Delivery date;Pickup date;Quantity;EFZ;Difference;Commitment level;AVO Material No;Client Material No;Material Description;Print date
Bosch Brasil;03.01.29;;111218;912964;912964,000;Vorschau;1021731;1394320230;CARBON BRUSH;23.05.25
