Client name;Delivery date;Pickup date;Quantity;EFZ;Difference;Commitment level;AVO Material No;Client Material No;Print date
Bosch Brasil;03.01.29;;111218;912964;912964,000;Vorschau;1021731;1394320230;02.06.25
